link_id,tmc_corridor_name,tmc_road_sequence,tmc,link_type_name,from_node_id,to_node_id,geometry,link_type_code,FT,AT,nlanes,link_distance_VDF,free_speed,capacity,k_critical,v_congestion_cutoff,AM_Volume,AM_speed_BPR,AM_speed_QVDF,AM_t0,AM_t3,AM_P, AM_D,AM_DC_ratio,AM_mu,MD_Volume,MD_speed_BPR,MD_speed_QVDF,MD_t0,MD_t3,MD_P, MD_D,MD_DC_ratio,MD_mu,PM_Volume,PM_speed_BPR,PM_speed_QVDF,PM_t0,PM_t3,PM_P, PM_D,PM_DC_ratio,PM_mu,vh06,vh07,vh08,vh09,vh10,vh11,vh12,vh13,vh14,vh15,vh16,vh17,vh18,vh19,vrh06,vrh07,vrh08,vrh09,vrh10,vrh11,vrh12,vrh13,vrh14,vrh15,vrh16,vrh17,vrh18,vrh19,v06:00,v06:15,v06:30,v06:45,v07:00,v07:15,v07:30,v07:45,v08:00,v08:15,v08:30,v08:45,v09:00,v09:15,v09:30,v09:45,v10:00,v10:15,v10:30,v10:45,v11:00,v11:15,v11:30,v11:45,v12:00,v12:15,v12:30,v12:45,v13:00,v13:15,v13:30,v13:45,v14:00,v14:15,v14:30,v14:45,v15:00,v15:15,v15:30,v15:45,v16:00,v16:15,v16:30,v16:45,v17:00,v17:15,v17:30,v17:45,v18:00,v18:15,v18:30,v18:45,v19:00,v19:15,v19:30,v19:45,vr06:00,vr06:15,vr06:30,vr06:45,vr07:00,vr07:15,vr07:30,vr07:45,vr08:00,vr08:15,vr08:30,vr08:45,vr09:00,vr09:15,vr09:30,vr09:45,vr10:00,vr10:15,vr10:30,vr10:45,vr11:00,vr11:15,vr11:30,vr11:45,vr12:00,vr12:15,vr12:30,vr12:45,vr13:00,vr13:15,vr13:30,vr13:45,vr14:00,vr14:15,vr14:30,vr14:45,vr15:00,vr15:15,vr15:30,vr15:45,vr16:00,vr16:15,vr16:30,vr16:45,vr17:00,vr17:15,vr17:30,vr17:45,vr18:00,vr18:15,vr18:30,vr18:45,vr19:00,vr19:15,vr19:30,vr19:45,
200917AB,,-1,,,602,202908,"LINESTRING (-112.480474 33.610543, -112.460163 33.637420)",,9,3,0,2.191480,20.000000,99999.000000,45.000000,17.000000,0.000000,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.000000,0.000000,17.000000, 0.000000,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.000000,0.000000,17.000000, 0.000000,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.000000,0.000000,17.000000, 20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.750,20.000,20.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,-nan(ind),20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,-nan(ind),20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,-nan(ind),1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,-nan(ind),1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
200917BA,,-1,,,202908,602,"LINESTRING (-112.462721 33.639352, -112.483032 33.612475)",,9,3,0,2.191480,20.000000,99999.000000,45.000000,17.000000,0.000000,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.000000,0.000000,17.000000, 0.000000,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.000000,0.000000,17.000000, 0.000000,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.000000,0.000000,17.000000, 20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,19.750,20.000,20.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,-nan(ind),20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,-nan(ind),20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,-nan(ind),1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,-nan(ind),1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
200932AB,,-1,,,2166,202855,"LINESTRING (-112.469541 33.660154, -112.474036 33.638693)",,9,3,0,1.501610,20.000000,99999.000000,45.000000,17.000000,2.113056,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.083364,0.000001,17.000000, 2.113056,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.083364,0.000001,17.000000, 2.113056,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.083364,0.000001,17.000000, 20.000,19.750,20.000,20.000,20.000,20.000,19.750,20.000,20.000,20.000,20.000,19.750,20.000,20.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
200932BA,,-1,,,202855,2166,"LINESTRING (-112.470898 33.638035, -112.466403 33.659496)",,9,3,0,1.501610,20.000000,99999.000000,45.000000,17.000000,2.238453,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.088311,0.000001,17.000000, 2.238453,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.088311,0.000001,17.000000, 2.238453,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.088311,0.000001,17.000000, 20.000,19.750,20.000,20.000,20.000,20.000,19.750,20.000,20.000,20.000,20.000,19.750,20.000,20.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
200947AB,,-1,,,202855,202908,"LINESTRING (-112.472464 33.636761, -112.461439 33.636783)",,3,3,0,0.635560,43.000000,700.000000,45.000000,36.549999,6.886654,42.999936, 42.999502,7.749989,7.750011, 0.000022,1.222612,0.001747,36.549999, 6.886654,42.999936, 42.999502,7.749989,7.750011, 0.000022,1.222612,0.001747,36.549999, 6.886654,42.999936, 42.999502,7.749989,7.750011, 0.000022,1.222612,0.001747,36.549999, 43.000,42.462,43.000,43.000,42.999,42.999,42.461,42.999,43.000,42.773,42.278,41.925,43.000,43.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,36.550,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,42.999,42.999,42.999,42.999,42.999,42.999,42.999,42.999,36.549,42.999,42.999,42.999,42.999,42.999,43.000,43.000,43.000,43.000,43.000,42.876,42.752,42.629,42.505,42.381,42.257,42.134,35.617,42.247,42.498,42.749,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.974,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
200947BA,,-1,,,202908,202855,"LINESTRING (-112.461445 33.639989, -112.472470 33.639967)",,3,3,0,0.635560,43.000000,700.000000,45.000000,36.549999,6.919564,42.999935, 42.999498,7.749989,7.750011, 0.000022,1.228454,0.001755,36.549999, 6.919564,42.999935, 42.999498,7.749989,7.750011, 0.000022,1.228454,0.001755,36.549999, 6.919564,42.999935, 42.999498,7.749989,7.750011, 0.000022,1.228454,0.001755,36.549999, 43.000,42.462,43.000,43.000,42.999,42.999,42.461,42.999,43.000,42.872,42.592,42.160,43.000,43.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,36.550,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,42.999,42.999,42.999,42.999,42.999,42.999,42.999,42.999,36.549,42.999,42.999,42.999,42.999,42.999,42.999,43.000,43.000,43.000,43.000,42.930,42.860,42.790,42.720,42.651,42.581,42.511,36.020,42.578,42.718,42.859,43.000,43.000,43.000,43.000,43.000,43.000,43.000,43.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.985,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
200985AB,,-1,,,202924,202831,"LINESTRING (-112.461529 33.711342, -112.461529 33.718526)",,4,3,0,0.495130,40.000000,500.000000,45.000000,34.000000,0.026154,40.000000, 40.000000,7.750000,7.750000, 0.000000,0.009286,0.000019,34.000000, 0.026154,40.000000, 40.000000,7.750000,7.750000, 0.000000,0.009286,0.000019,34.000000, 0.026154,40.000000, 40.000000,7.750000,7.750000, 0.000000,0.009286,0.000019,34.000000, 40.000,39.500,40.000,40.000,40.000,40.000,39.500,40.000,40.000,39.453,38.258,38.182,40.000,40.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,34.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,34.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,39.701,39.403,39.104,38.806,38.507,38.209,37.910,31.808,38.142,38.761,39.381,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.936,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
200985BA,,-1,,,202831,202924,"LINESTRING (-112.464735 33.718526, -112.464735 33.711342)",,4,3,0,0.495130,40.000000,500.000000,45.000000,34.000000,0.026147,40.000000, 40.000000,7.750000,7.750000, 0.000000,0.009284,0.000019,34.000000, 0.026147,40.000000, 40.000000,7.750000,7.750000, 0.000000,0.009284,0.000019,34.000000, 0.026147,40.000000, 40.000000,7.750000,7.750000, 0.000000,0.009284,0.000019,34.000000, 40.000,39.500,40.000,40.000,40.000,40.000,39.500,40.000,40.000,39.456,38.270,38.191,40.000,40.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,34.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,34.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,39.703,39.407,39.110,38.813,38.517,38.220,37.924,31.822,38.154,38.770,39.385,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.936,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
200989AB,,-1,,,2146,202831,"LINESTRING (-112.463582 33.715953, -112.462055 33.717339)",,9,3,0,0.129840,20.000000,99999.000000,45.000000,17.000000,0.026147,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.001032,0.000000,17.000000, 0.026147,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.001032,0.000000,17.000000, 0.026147,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.001032,0.000000,17.000000, 20.000,19.740,20.000,20.000,20.000,20.000,19.749,20.000,20.000,20.000,20.000,19.750,20.000,20.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,16.880,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,16.984,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.993,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.999,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
200989BA,,-1,,,202831,2146,"LINESTRING (-112.464209 33.719713, -112.465736 33.718327)",,9,3,0,0.129840,20.000000,99999.000000,45.000000,17.000000,0.026154,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.001032,0.000000,17.000000, 0.026154,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.001032,0.000000,17.000000, 0.026154,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.001032,0.000000,17.000000, 20.000,19.740,20.000,20.000,20.000,20.000,19.749,20.000,20.000,20.000,20.000,19.750,20.000,20.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,16.884,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,16.988,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.993,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.999,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
200997AB,,-1,,,615,202825,"LINESTRING (-112.460447 33.693294, -112.462520 33.711523)",,9,3,0,1.262010,20.000000,99999.000000,45.000000,17.000000,0.992647,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.039162,0.000000,17.000000, 0.992647,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.039162,0.000000,17.000000, 0.992647,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.039162,0.000000,17.000000, 20.000,19.750,20.000,20.000,20.000,20.000,19.750,20.000,20.000,20.000,20.000,19.750,20.000,20.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
200997BA,,-1,,,202825,615,"LINESTRING (-112.465706 33.711161, -112.463633 33.692932)",,9,3,0,1.262010,20.000000,99999.000000,45.000000,17.000000,1.031055,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.040677,0.000000,17.000000, 1.031055,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.040677,0.000000,17.000000, 1.031055,20.000000, 20.000000,7.750000,7.750000, 0.000000,0.040677,0.000000,17.000000, 20.000,19.750,20.000,20.000,20.000,20.000,19.750,20.000,20.000,20.000,20.000,19.750,20.000,20.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,17.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,20.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
200998AB,,-1,,,202824,202894,"LINESTRING (-112.469722 33.712942, -112.478543 33.712949)",,4,3,0,0.508080,40.000000,500.000000,45.000000,34.000000,0.036608,40.000000, 40.000000,7.750000,7.750000, 0.000000,0.012998,0.000026,34.000000, 0.036608,40.000000, 40.000000,7.750000,7.750000, 0.000000,0.012998,0.000026,34.000000, 0.036608,40.000000, 40.000000,7.750000,7.750000, 0.000000,0.012998,0.000026,34.000000, 40.000,39.500,40.000,40.000,40.000,40.000,39.500,40.000,40.000,39.471,38.316,38.227,40.000,40.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,34.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,34.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,39.711,39.423,39.134,38.845,38.557,38.268,37.979,31.878,38.206,38.804,39.402,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.938,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
200998BA,,-1,,,202894,202824,"LINESTRING (-112.478543 33.709743, -112.469722 33.709736)",,4,3,0,0.508080,40.000000,500.000000,45.000000,34.000000,0.036599,40.000000, 40.000000,7.750000,7.750000, 0.000000,0.012995,0.000026,34.000000, 0.036599,40.000000, 40.000000,7.750000,7.750000, 0.000000,0.012995,0.000026,34.000000, 0.036599,40.000000, 40.000000,7.750000,7.750000, 0.000000,0.012995,0.000026,34.000000, 40.000,39.500,40.000,40.000,40.000,40.000,39.500,40.000,40.000,39.480,38.345,38.250,40.000,40.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,34.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,34.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,39.716,39.433,39.149,38.865,38.582,38.298,38.014,31.913,38.238,38.826,39.413,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.939,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201000AB,,-1,,,202825,202824,"LINESTRING (-112.464113 33.712945, -112.469722 33.712942)",,4,3,0,0.323070,40.000000,500.000000,45.000000,34.000000,0.036608,40.000000, 40.000000,7.750000,7.750000, 0.000000,0.006499,0.000013,34.000000, 0.036608,40.000000, 40.000000,7.750000,7.750000, 0.000000,0.006499,0.000013,34.000000, 0.036608,40.000000, 40.000000,7.750000,7.750000, 0.000000,0.006499,0.000013,34.000000, 40.000,39.500,40.000,40.000,40.000,40.000,39.500,40.000,40.000,39.834,39.472,39.107,40.000,40.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,34.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,34.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,39.909,39.819,39.728,39.638,39.547,39.457,39.366,33.315,39.451,39.634,39.817,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.980,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
201000BA,,-1,,,202824,202825,"LINESTRING (-112.469722 33.709736, -112.464113 33.709739)",,4,3,0,0.323070,40.000000,500.000000,45.000000,34.000000,0.036599,40.000000, 40.000000,7.750000,7.750000, 0.000000,0.006498,0.000013,34.000000, 0.036599,40.000000, 40.000000,7.750000,7.750000, 0.000000,0.006498,0.000013,34.000000, 0.036599,40.000000, 40.000000,7.750000,7.750000, 0.000000,0.006498,0.000013,34.000000, 40.000,39.500,40.000,40.000,40.000,40.000,39.500,40.000,40.000,39.837,39.481,39.114,40.000,40.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,34.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,34.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,39.911,39.822,39.733,39.644,39.555,39.466,39.377,33.327,39.461,39.640,39.820,40.000,40.000,40.000,40.000,40.000,40.000,40.000,40.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,0.980,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,
